																												Abundances of TMT tag in MS3 (Normalized)							
High	P46734	Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=2	0	31.017	29	9	12	9	347	39.3	7.43	33.94	9	defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane	catalytic activity;nucleotide binding;protein binding	"Pf00069, Pf07714, Pf14531"	5606	ENSG00000034152.18	17	"Regulation of toll-like receptor signaling pathway; Physiological and Pathological Hypertrophy  of the Heart; MicroRNAs in cardiomyocyte hypertrophy; Integrin-mediated Cell Adhesion; IL-1 signaling pathway; Human Thyroid Stimulating Hormone (TSH) signaling pathway; Signaling Pathways in Glioblastoma; TNF alpha Signaling Pathway; Structural Pathway of Interleukin 1 (IL-1); Cardiac Hypertrophic Response; Endoderm Differentiation; Focal Adhesion; TGF-beta Signaling Pathway; MAPK Signaling Pathway; 4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression; VEGFA-VEGFR2 Signaling Pathway; Angiopoietin Like Protein 8 Regulatory Pathway; ESC Pluripotency Pathways; MAPK Cascade; Insulin Signaling; Interferon type I signaling pathways; Senescence and Autophagy in Cancer; Toll-like receptor signaling pathway"	MAP2K3	TNF signaling pathway; Influenza A; Inflammatory mediator regulation of TRP channels; Toxoplasmosis; Epstein-Barr virus infection; GnRH signaling pathway; Fc epsilon RI signaling pathway; MAPK signaling pathway; Amyotrophic lateral sclerosis (ALS); Toll-like receptor signaling pathway; Rap1 signaling pathway	Activated TLR4 signalling; activated TAK1 mediates p38 MAPK activation; Oxidative Stress Induced Senescence	62	0		147.4	290.6	304.8	388.2	487	967.8	1	
High	Q9UKY1	Zinc fingers and homeoboxes protein 1 OS=Homo sapiens OX=9606 GN=ZHX1 PE=1 SV=1	0	30.909	8	6	11	6	873	98	6.05	33.64	6	cell differentiation;metabolic process;regulation of biological process	nucleus	DNA binding;metal ion binding;protein binding	"Pf00046, Pf05920, Pf11569"	11244	ENSG00000165156.14	8		ZHX1			0	0		455.5	660.7	616.2	616.6	367.2	242.6	1	
High	A0A1B0GVU9	Glutaminyl-tRNA synthetase 1 (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1	0	30.9	17	11	18	1	736	83.7	7.44	48.65	11	metabolic process	cytoplasm	catalytic activity;nucleotide binding	"Pf00749, Pf03950, Pf04557, Pf04558, Pf13900"		ENSG00000172053.17	3					0	0		754.8	417.9	382.5	323	255.3	832.4	1	
High	P51692	Signal transducer and activator of transcription 5B OS=Homo sapiens OX=9606 GN=STAT5B PE=1 SV=2	0	30.856	13	10	20	1	787	89.8	6.05	54.61	10	cell differentiation;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;nucleus	catalytic activity;DNA binding;protein binding;signal transducer activity	"Pf00017, Pf01017, Pf02864, Pf02865"	6777	ENSG00000173757.9	17	IL-5 Signaling Pathway; Leptin signaling pathway; Prolactin Signaling Pathway; IL-7 Signaling Pathway; IL-9 Signaling Pathway; AGE/RAGE pathway; Adipogenesis; Oncostatin M Signaling Pathway; Brain-Derived Neurotrophic Factor (BDNF) signaling pathway; IL-3 Signaling Pathway; Kit receptor signaling pathway; Rac1/Pak1/p38/MMP-2 pathway; Chemokine signaling pathway; White fat cell differentiation; IL-4 Signaling Pathway; EGF/EGFR Signaling Pathway; Endochondral Ossification; IL-2 Signaling Pathway; EPO Receptor Signaling	STAT5B	Acute myeloid leukemia; Viral carcinogenesis; Chemokine signaling pathway; Pathways in cancer; Prolactin signaling pathway; Jak-STAT signaling pathway; Th1 and Th2 cell differentiation; AGE-RAGE signaling pathway in diabetic complications; ErbB signaling pathway; Chronic myeloid leukemia; Measles; Hepatitis B; HTLV-I infection	"Interleukin-15 signaling; Interleukin-3, 5 and GM-CSF signaling; Signaling by Leptin; Signaling by cytosolic FGFR1 fusion mutants; Signaling by SCF-KIT; Prolactin receptor signaling; Growth hormone receptor signaling; Interleukin-7 signaling; Downstream signal transduction"	53	9		410.7	829.6	757.1	809.9	843.4	489.5	1	
High	P08651	Nuclear factor 1 C-type OS=Homo sapiens OX=9606 GN=NFIC PE=1 SV=2	0	30.854	15	6	13	4	508	55.6	8.38	42.24	6	metabolic process;regulation of biological process	nucleus	DNA binding	"Pf00859, Pf03165, Pf10524"	4782	ENSG00000141905.17	19		NFIC		RNA Polymerase III Abortive And Retractive Initiation; RNA Polymerase III Transcription Termination	4	0		353.8	277.2	277.8	251.7	620.2	361.8	1	
High	Q7RTV0	PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1	0	30.843	82	9	22	9	110	12.4	8.41	72.03	9	metabolic process;regulation of biological process	nucleus;spliceosomal complex	DNA binding;metal ion binding;RNA binding	Pf03660	84844	ENSG00000100410.7	22	mRNA Processing	PHF5A	Spliceosome	mRNA Splicing - Major Pathway	6	0		1236.1	1587.6	1428.1	1371.5	1027.4	1095.3	1	
High	Q92820	Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2	0	30.786	25	8	16	8	318	35.9	7.11	45.99	8	metabolic process;response to stimulus;transport	cytosol;extracellular;nucleus;organelle lumen;vacuole	catalytic activity	"Pf00117, Pf07722"	8836	ENSG00000137563.11	8	Fluoropyrimidine Activity	GGH	Antifolate resistance; Folate biosynthesis	Neutrophil degranulation	6	0		773.3	1322.6	1371.5	1574.1	841.4	723.9	1	
High	Q9BRX2	Protein pelota homolog OS=Homo sapiens OX=9606 GN=PELO PE=1 SV=2	0	30.782	20	8	12	8	385	43.3	6.34	39.41	8	cell division;cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process	cytoplasm;nucleus	catalytic activity;metal ion binding;protein binding	"Pf03463, Pf03464, Pf03465"	53918	ENSG00000152684.10	5	Focal Adhesion; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway	PELO	mRNA surveillance pathway		3	0		428.4	459.5	487.8	510.9	674.6	581.9	1	
High	Q9NRW1	Ras-related protein Rab-6B OS=Homo sapiens OX=9606 GN=RAB6B PE=1 SV=1	0	30.778	38	6	18	3	208	23.4	5.53	61.13	6	regulation of biological process;response to stimulus;transport	cytosol;Golgi;membrane	catalytic activity;nucleotide binding;protein binding	"Pf00025, Pf00071, Pf02421, Pf04670, Pf08477"	51560	ENSG00000154917.10	3		RAB6B		COPI-independent Golgi-to-ER retrograde traffic; TBC/RABGAPs; Retrograde transport at the Trans-Golgi-Network; RAB GEFs exchange GTP for GDP on RABs; RAB geranylgeranylation	12	0		53.3	156.6	152.4	195.1	307.8	803.4	1	
High	P48634	Protein PRRC2A OS=Homo sapiens OX=9606 GN=PRRC2A PE=1 SV=3	0	30.76	7	9	9	8	2157	228.7	9.45	26.69	9	cell differentiation	cytoplasm;membrane;nucleus	protein binding;RNA binding	Pf07001	7916	ENSG00000204469.12	6		PRRC2A			0	0		23.7	17	14.8	13.8	31.9	18.6	1	
High	Q9H2U2	"Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2"	0	30.759	28	8	13	7	334	37.9	7.39	47.03	8	metabolic process	cytoplasm;mitochondrion;organelle lumen	catalytic activity;metal ion binding	Pf00719	27068	ENSG00000138777.19	4		PPA2	Oxidative phosphorylation	Mitochondrial tRNA aminoacylation; Pyrophosphate hydrolysis	7	0		626.6	775.9	826.6	730.8	618.2	652.1	1	
High	Q9H223	EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1	0	30.743	17	8	11	6	541	61.1	6.76	31.77	8	cell organization and biogenesis;regulation of biological process;response to stimulus;transport	endoplasmic reticulum;endosome;membrane;nucleus	metal ion binding;nucleotide binding;protein binding	"Pf00350, Pf01926, Pf12763"	30844	ENSG00000103966.10	15		EHD4	Endocytosis		1	0		293.5	483.8	445	395.3	501.1	303.4	1	
High	Q6W2J9	BCL-6 corepressor OS=Homo sapiens OX=9606 GN=BCOR PE=1 SV=1	0	30.717	7	8	10	8	1755	192.1	6.48	32.07	8	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	catalytic activity;DNA binding;protein binding	"Pf00023, Pf12796, Pf13606, Pf13637, Pf13857"	54880	ENSG00000183337.16	X	Ectoderm Differentiation; Pathways Affected in Adenoid Cystic Carcinoma	BCOR			2	0		79.5	75.3	74	89.4	60.8	79.7	1	
High	A0A3F2YNX6	Histone acetyltransferase OS=Homo sapiens OX=9606 GN=KAT6A PE=1 SV=1	0	30.709	7	9	10	8	2006	225.1	5.71	35.82	9												0	0		711.8	565.3	494.3	537.9	291.4	275.1	1	
High	P22570	"NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3"	0	30.696	24	10	19	10	491	53.8	8.44	49.18	10	metabolic process;transport	mitochondrion;organelle lumen	catalytic activity;protein binding	Pf13450	2232		17		FDXR		"Endogenous sterols; Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR); Electron transport from NADPH to Ferredoxin; Pregnenolone biosynthesis"	15	0		229.9	1241.1	1430.7	1552.9	1485.5	2746.4	1	
High	Q92614	Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3	0	30.695	6	9	10	9	2054	233	6.3	29	9	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;transport	cell surface;cytoplasm;cytoskeleton;Golgi;membrane	catalytic activity;DNA binding;motor activity;nucleotide binding;protein binding;RNA binding;structural molecule activity;transporter activity	"Pf00038, Pf00063, Pf00595, Pf00769, Pf01496, Pf01576, Pf02463, Pf02841, Pf03962, Pf04111, Pf04156, Pf04502, Pf04615, Pf05483, Pf05557, Pf05622, Pf05701, Pf05911, Pf06008, Pf06160, Pf06785, Pf06818, Pf07111, Pf07888, Pf08286, Pf09726, Pf09728, Pf09731, Pf09789, Pf10174, Pf12128, Pf12252, Pf12718, Pf13514, Pf13851, Pf14643, Pf14662, Pf14992, Pf15066, Pf15070, Pf15397"	399687	ENSG00000196535.15	17		MYO18A		Signaling by cytosolic FGFR1 fusion mutants	6	0		179.9	49.7	59.7	61	145.1	114.5	1	
High	H3BNT4	M-phase phosphoprotein 6 OS=Homo sapiens OX=9606 GN=MPHOSPH6 PE=1 SV=1	0	30.688	61	8	14	8	142	16.8	4.82	41.01	8	metabolic process	cytoplasm;nucleus	protein binding;RNA binding	Pf10175	10200	ENSG00000135698.9	16		MPHOSPH6			0	0		981.3	1331.6	1259.3	954	494.9	411.3	1	
High	A0A024QZ33	"Coiled-coil domain containing 55, isoform CRA_a OS=Homo sapiens OX=9606 GN=NSRP1 PE=1 SV=1"	0	30.684	19	9	13	9	504	60.4	8.94	41.9	9	metabolic process;regulation of biological process;transport	nucleus	protein binding;RNA binding	Pf09745	84081	ENSG00000126653.17	17		NSRP1			0	0		616.2	1089.4	1050.7	933.4	439.9	519.5	1	
High	Q5T1M5	FK506-binding protein 15 OS=Homo sapiens OX=9606 GN=FKBP15 PE=1 SV=2	0	30.669	9	8	10	8	1219	133.5	5.2	31.28	8	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;transport	cytoplasm;cytoskeleton;endosome;extracellular;Golgi;membrane;nucleus	catalytic activity;motor activity;protein binding;structural molecule activity;transporter activity	"Pf00038, Pf00254, Pf00769, Pf01442, Pf01496, Pf01576, Pf01875, Pf02463, Pf03938, Pf03961, Pf03962, Pf04111, Pf04156, Pf04849, Pf05029, Pf05483, Pf05557, Pf05622, Pf05667, Pf05701, Pf05911, Pf06160, Pf06248, Pf07111, Pf07888, Pf07926, Pf08317, Pf08614, Pf09726, Pf09728, Pf09730, Pf09731, Pf09744, Pf09755, Pf09789, Pf10174, Pf10186, Pf10211, Pf10234, Pf10498, Pf11559, Pf12128, Pf12718, Pf12795, Pf13166, Pf13514, Pf13851, Pf13863, Pf13868, Pf14915, Pf14988, Pf14992, Pf15066, Pf15188, Pf15272, Pf15397, Pf15558, Pf15619"	23307	ENSG00000119321.8	9	TYROBP Causal Network	FKBP15			1	0		301.1	91.6	97.7	105.5	183.7	441.7	1	
High	P23634	Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2	0	30.663	8	6	8	1	1241	137.8	6.6	32.84	6	cellular component movement;cellular homeostasis;regulation of biological process;response to stimulus;transport	membrane	catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding;transporter activity	"Pf00122, Pf00689, Pf00690, Pf00702, Pf08282, Pf12424, Pf12710, Pf13246"	493		1		ATP2B4	cGMP-PKG signaling pathway; Calcium signaling pathway; Adrenergic signaling in cardiomyocytes; Pancreatic secretion; Salivary secretion; cAMP signaling pathway	Ion homeostasis; Reduction of cytosolic Ca++ levels; Ion transport by P-type ATPases	16	0		44.8	37.9	35.9	69.9	108.7	221.9	1	
High	Q14011	Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1	0	30.659	38	5	22	5	172	18.6	9.51	70.39	5	cell organization and biogenesis;regulation of biological process;response to stimulus	cytoplasm;nucleus	protein binding;RNA binding;translation regulator activity	"Pf00076, Pf13893, Pf14259"	1153	ENSG00000099622.13	19		CIRBP			0	0		1775.6	2194.8	2362	2534.2	1422.6	957.5	1	
High	Q9Y6J9	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L OS=Homo sapiens OX=9606 GN=TAF6L PE=1 SV=1	0	30.64	20	9	12	9	622	67.8	8.97	34.29	9	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	catalytic activity;DNA binding;protein binding	"Pf02969, Pf07571"	10629	ENSG00000162227.7	11		TAF6L	Basal transcription factors; Herpes simplex infection	HATs acetylate histones	5	0		306.9	406	407.3	376.8	337.6	257	1	
High	A0A024RAC6	Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=1	0	30.613	16	9	14	9	772	87.2	9.57	41.77	9	metabolic process;regulation of biological process	nucleus	DNA binding;protein binding;RNA binding	"Pf06881, Pf08711"	6924	ENSG00000011007.12	1	VEGFA-VEGFR2 Signaling Pathway	TCEB3; ELOA			1	0		457	924.2	852.9	833.6	577.7	368.6	1	
High	P43034	Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens OX=9606 GN=PAFAH1B1 PE=1 SV=2	0	30.597	21	9	14	9	410	46.6	7.37	31.37	9	cell communication;cell differentiation;cell division;cell organization and biogenesis;cell proliferation;cellular component movement;development;metabolic process;regulation of biological process;response to stimulus;transport	chromosome;cytoplasm;cytoskeleton;cytosol;membrane;nucleus	catalytic activity;protein binding	"Pf00400, Pf08513, Pf11715"	5048	ENSG00000007168.12	17	Wnt Signaling Pathway and Pluripotency; Wnt Signaling Pathway	PAFAH1B1	Ether lipid metabolism; Metabolic pathways	COPI-independent Golgi-to-ER retrograde traffic; Regulation of PLK1 Activity at G2/M Transition; AURKA Activation by TPX2; Anchoring of the basal body to the plasma membrane; Recruitment of NuMA to mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Loss of Nlp from mitotic centrosomes; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins	37	0		543.2	661.1	668.1	749.6	900.5	1120	1	
High	X6R4W8	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1	0	30.584	14	6	19	6	497	52.6	8.47	61.48	6		nucleus				ENSG00000010244.18	17					0	0		1783.2	2532.5	2724.6	2076.5	1583.9	1353.3	1	
High	F5H5I6	G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=2	0	30.572	29	8	11	8	424	47.9	5.64	36.92	8	metabolic process	cytoplasm;mitochondrion	RNA binding	"Pf00076, Pf14259"	2926	ENSG00000132463.13	4		GRSF1			0	0		611.1	719.6	677.6	524.1	512.2	367.6	1	
High	Q92608	Dedicator of cytokinesis protein 2 OS=Homo sapiens OX=9606 GN=DOCK2 PE=1 SV=2	0	30.568	5	9	13	9	1830	211.8	6.87	35.3	9	cell organization and biogenesis;cell proliferation;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;cytosol;extracellular;membrane;organelle lumen	enzyme regulator activity;protein binding	"Pf00018, Pf06920, Pf07653, Pf14429, Pf14604"	1794	ENSG00000134516.15	5	Chemokine signaling pathway	DOCK2	Chemokine signaling pathway; Fc gamma R-mediated phagocytosis	Neutrophil degranulation; Factors involved in megakaryocyte development and platelet production; Nef and signal transduction	14	0		2091.3	317.7	364.3	417.5	276	191.2	1	
High	Q8IXI1	Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2	0	30.56	17	7	12	6	618	68.1	5.86	38.91	7	cell organization and biogenesis;cellular component movement;cellular homeostasis;regulation of biological process;response to stimulus;transport	cytosol;membrane;mitochondrion	catalytic activity;metal ion binding;nucleotide binding;protein binding	"Pf00071, Pf01926, Pf08355, Pf08356, Pf08477, Pf13479"	89941	ENSG00000140983.13	16		RHOT2		Rho GTPase cycle	3	1		472.5	446.2	399.1	314.9	517.5	932.4	1	
High	P26232	Catenin alpha-2 OS=Homo sapiens OX=9606 GN=CTNNA2 PE=1 SV=5	0	30.503	10	9	11	1	953	105.2	5.71	28.8	9	cell differentiation;cell organization and biogenesis;cellular component movement;development;regulation of biological process	cytoplasm;cytoskeleton;cytosol;membrane;nucleus	protein binding;structural molecule activity	Pf01044	1496	ENSG00000066032.18	2	Arrhythmogenic Right Ventricular Cardiomyopathy; Ectoderm Differentiation	CTNNA2	Leukocyte transendothelial migration; Hippo signaling pathway; Pathways in cancer; Arrhythmogenic right ventricular cardiomyopathy (ARVC); Bacterial invasion of epithelial cells; Adherens junction; Endometrial cancer; Tight junction	CDO in myogenesis	13	0								1	
High	Q9UI30	Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1	0	30.458	44	4	13	4	125	14.2	5.26	40.93	4	cell organization and biogenesis;metabolic process;regulation of biological process	cytoplasm;cytosol;nucleus	catalytic activity;protein binding	Pf03966	51504	ENSG00000173113.6	11		TRMT112		tRNA modification in the nucleus and cytosol; Eukaryotic Translation Termination; rRNA modification in the nucleus and cytosol; Methylation	13	0		275.2	459.8	498.4	511.6	388.3	350.3	1	
High	C9JYA1	Nucleoporin NUP42 (Fragment) OS=Homo sapiens OX=9606 GN=NUP42 PE=1 SV=1	0	30.456	15	6	15	6	435	46.4	9.25	52.54	6		cytosol;nucleus	metal ion binding			ENSG00000136243.16	7					0	0		961.8	951.8	912.2	956.2	572.5	611	1	
High	O95639	Cleavage and polyadenylation specificity factor subunit 4 OS=Homo sapiens OX=9606 GN=CPSF4 PE=1 SV=1	0	30.424	36	7	15	7	269	30.2	8.31	48.64	7	metabolic process;regulation of biological process;transport	nucleus	catalytic activity;metal ion binding;protein binding;RNA binding		10898	ENSG00000160917.14	7	mRNA Processing	CPSF4	mRNA surveillance pathway; Influenza A	Inhibition of Host mRNA Processing and RNA Silencing; mRNA 3'-end processing; Transport of Mature mRNA Derived from an Intronless Transcript; mRNA Splicing - Major Pathway; tRNA processing in the nucleus; Cleavage of Growing Transcript in the Termination Region ; Processing of Intronless Pre-mRNAs	25	0		1087.5	1557.6	1562.8	1593.7	933.1	832.1	1	
High	Q9NTM9	Copper homeostasis protein cutC homolog OS=Homo sapiens OX=9606 GN=CUTC PE=1 SV=1	0	30.408	42	7	13	7	273	29.3	8.18	45.31	7	cell organization and biogenesis;transport	cytoplasm;cytosol;nucleus	metal ion binding;protein binding	Pf03932	51076	ENSG00000119929.12	10		CUTC		Ion transport by P-type ATPases	3	0		737.1	1036.5	1038.9	989.5	503.9	648.8	1	
High	P50552	Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3	0	30.304	21	7	13	7	380	39.8	8.94	41.86	7	cell organization and biogenesis;cellular component movement;regulation of biological process	cytoplasm;cytoskeleton;cytosol;membrane	protein binding	Pf00568	7408	ENSG00000125753.13	19	Integrin-mediated Cell Adhesion; Focal Adhesion	VASP	Fc gamma R-mediated phagocytosis; Rap1 signaling pathway; Platelet activation; Focal adhesion; Leukocyte transendothelial migration; cGMP-PKG signaling pathway	Cell-extracellular matrix interactions; Generation of second messenger molecules; Signaling by ROBO receptors	18	0		851.3	440.9	386.3	417.5	335.9	330.5	1	
